site,date,bb.sp,plant.sp,visits
wma3,2010-07-17,pasc,Prunella vulgaris,1
wma3,2010-07-17,pasc,Stachys alopecuros,0
wma3,2010-07-17,pasc,Trifolium pratense,1
wma3,2010-07-17,pasc,Trifolium repens,0
wma3,2010-07-17,prat,Hypericum maculatum,1
wma3,2010-07-17,prat,Prunella vulgaris,4
wma3,2010-07-17,prat,Stachys alopecuros,2
wma3,2010-07-17,prat,Trifolium pratense,1
wma3,2010-07-17,prat,Trifolium repens,0
wma3,2010-07-17,pyre,Hypericum maculatum,0
wma3,2010-07-17,pyre,Prunella vulgaris,0
wma3,2010-07-17,pyre,Stachys alopecuros,0
wma3,2010-07-17,pyre,Trifolium pratense,0
wma3,2010-07-17,pyre,Trifolium repens,1
wma3,2010-07-17,soro,Hypericum maculatum,0
wma3,2010-07-17,soro,Prunella vulgaris,1
wma3,2010-07-17,soro,Stachys alopecuros,0
wma3,2010-07-17,soro,Trifolium pratense,0
wma3,2010-07-17,soro,Trifolium repens,0
wma3,2010-07-17,telu,Hypericum maculatum,0
wma3,2010-07-17,telu,Prunella vulgaris,2
wma3,2010-07-17,telu,Stachys alopecuros,0
wma3,2010-07-17,telu,Trifolium pratense,8
wma3,2010-07-17,telu,Trifolium repens,0
wma3,2010-07-23,pasc,Campanula scheuchzeri,0
wma3,2010-07-23,pasc,Hypericum maculatum,0
wma3,2010-07-23,pasc,Prunella vulgaris,1
wma3,2010-07-23,prat,Campanula scheuchzeri,0
wma3,2010-07-23,prat,Hypericum maculatum,0
wma3,2010-07-23,prat,Prunella vulgaris,2
wma3,2010-07-23,soro,Campanula scheuchzeri,1
wma3,2010-07-23,soro,Hypericum maculatum,0
wma3,2010-07-23,soro,Prunella vulgaris,1
wma3,2010-07-23,telu,Campanula scheuchzeri,0
wma3,2010-07-23,telu,Hypericum maculatum,1
wma3,2010-07-23,telu,Prunella vulgaris,3
wma3,2010-08-02,pasc,Campanula scheuchzeri,0
wma3,2010-08-02,pasc,Prunella vulgaris,3
wma3,2010-08-02,pasc,Stachys alopecuros,0
wma3,2010-08-02,pasc,Trifolium pratense,0
wma3,2010-08-02,prat,Campanula scheuchzeri,0
wma3,2010-08-02,prat,Prunella vulgaris,5
wma3,2010-08-02,prat,Stachys alopecuros,0
wma3,2010-08-02,prat,Trifolium pratense,0
wma3,2010-08-02,telu,Campanula scheuchzeri,0
wma3,2010-08-02,telu,Prunella vulgaris,3
wma3,2010-08-02,telu,Stachys alopecuros,0
wma3,2010-08-02,telu,Trifolium pratense,0
wma3,2010-08-02,wurf,Campanula scheuchzeri,1
wma3,2010-08-02,wurf,Prunella vulgaris,5
wma3,2010-08-02,wurf,Stachys alopecuros,1
wma3,2010-08-02,wurf,Trifolium pratense,1
wma3,2010-08-22,pasc,Centaurea jacea,1
wma3,2010-08-22,pasc,Prunella vulgaris,1
wma3,2010-08-22,pasc,Trifolium pratense,1
wma3,2011-05-25,pasc,Ajuga reptans,1
wma3,2011-05-25,pasc,Trollius europaeus,0
wma3,2011-05-25,telu,Ajuga reptans,0
wma3,2011-05-25,telu,Trollius europaeus,2
wma3,2011-05-31,hort,Gentiana clusii,1
wma3,2011-05-31,hort,Trollius europaeus,0
wma3,2011-05-31,telu,Gentiana clusii,0
wma3,2011-05-31,telu,Trollius europaeus,1
wma3,2011-06-08,hort,Anthyllis vulneraria,0
wma3,2011-06-08,hort,Chaerophyllum hirsutum,1
wma3,2011-06-08,hort,Geum rivale,0
wma3,2011-06-08,hort,Lotus corniculatus,0
wma3,2011-06-08,hort,Plantago lanceolata,0
wma3,2011-06-08,hort,Ranunculus acris,0
wma3,2011-06-08,lapi,Anthyllis vulneraria,0
wma3,2011-06-08,lapi,Chaerophyllum hirsutum,0
wma3,2011-06-08,lapi,Geum rivale,0
wma3,2011-06-08,lapi,Lotus corniculatus,1
wma3,2011-06-08,lapi,Plantago lanceolata,0
wma3,2011-06-08,lapi,Ranunculus acris,0
wma3,2011-06-08,pasc,Anthyllis vulneraria,2
wma3,2011-06-08,pasc,Chaerophyllum hirsutum,0
wma3,2011-06-08,pasc,Geum rivale,1
wma3,2011-06-08,pasc,Lotus corniculatus,4
wma3,2011-06-08,pasc,Plantago lanceolata,0
wma3,2011-06-08,pasc,Ranunculus acris,0
wma3,2011-06-08,telu,Anthyllis vulneraria,1
wma3,2011-06-08,telu,Chaerophyllum hirsutum,3
wma3,2011-06-08,telu,Geum rivale,1
wma3,2011-06-08,telu,Lotus corniculatus,3
wma3,2011-06-08,telu,Plantago lanceolata,3
wma3,2011-06-08,telu,Ranunculus acris,2
wma3,2011-06-08,wurf,Anthyllis vulneraria,0
wma3,2011-06-08,wurf,Chaerophyllum hirsutum,0
wma3,2011-06-08,wurf,Geum rivale,0
wma3,2011-06-08,wurf,Lotus corniculatus,4
wma3,2011-06-08,wurf,Plantago lanceolata,0
wma3,2011-06-08,wurf,Ranunculus acris,0
wma3,2011-06-16,hypn,Anthyllis vulneraria,0
wma3,2011-06-16,hypn,Lotus corniculatus,0
wma3,2011-06-16,hypn,Plantago lanceolata,0
wma3,2011-06-16,hypn,Plantago media,1
wma3,2011-06-16,hypn,Ranunculus nemorosus,0
wma3,2011-06-16,pasc,Anthyllis vulneraria,1
wma3,2011-06-16,pasc,Lotus corniculatus,3
wma3,2011-06-16,pasc,Plantago lanceolata,0
wma3,2011-06-16,pasc,Plantago media,2
wma3,2011-06-16,pasc,Ranunculus nemorosus,0
wma3,2011-06-16,prat,Anthyllis vulneraria,0
wma3,2011-06-16,prat,Lotus corniculatus,0
wma3,2011-06-16,prat,Plantago lanceolata,1
wma3,2011-06-16,prat,Plantago media,4
wma3,2011-06-16,prat,Ranunculus nemorosus,0
wma3,2011-06-16,telu,Anthyllis vulneraria,0
wma3,2011-06-16,telu,Lotus corniculatus,0
wma3,2011-06-16,telu,Plantago lanceolata,13
wma3,2011-06-16,telu,Plantago media,12
wma3,2011-06-16,telu,Ranunculus nemorosus,1
wma3,2011-06-16,wurf,Anthyllis vulneraria,1
wma3,2011-06-16,wurf,Lotus corniculatus,7
wma3,2011-06-16,wurf,Plantago lanceolata,0
wma3,2011-06-16,wurf,Plantago media,0
wma3,2011-06-16,wurf,Ranunculus nemorosus,0
wma3,2011-06-28,hort,Anthyllis vulneraria,0
wma3,2011-06-28,hort,Crepis aurea,0
wma3,2011-06-28,hort,Lotus corniculatus,0
wma3,2011-06-28,hort,Phyteuma orbiculare,0
wma3,2011-06-28,hort,Plantago lanceolata,0
wma3,2011-06-28,hort,Rhinanthus minor,0
wma3,2011-06-28,hort,Thymus pulegioides,0
wma3,2011-06-28,hort,Trifolium pratense,1
wma3,2011-06-28,mont,Anthyllis vulneraria,0
wma3,2011-06-28,mont,Crepis aurea,0
wma3,2011-06-28,mont,Lotus corniculatus,0
wma3,2011-06-28,mont,Phyteuma orbiculare,0
wma3,2011-06-28,mont,Plantago lanceolata,0
wma3,2011-06-28,mont,Rhinanthus minor,0
wma3,2011-06-28,mont,Thymus pulegioides,1
wma3,2011-06-28,mont,Trifolium pratense,0
wma3,2011-06-28,pasc,Anthyllis vulneraria,0
wma3,2011-06-28,pasc,Crepis aurea,0
wma3,2011-06-28,pasc,Lotus corniculatus,0
wma3,2011-06-28,pasc,Phyteuma orbiculare,0
wma3,2011-06-28,pasc,Plantago lanceolata,0
wma3,2011-06-28,pasc,Rhinanthus minor,0
wma3,2011-06-28,pasc,Thymus pulegioides,1
wma3,2011-06-28,pasc,Trifolium pratense,0
wma3,2011-06-28,prat,Anthyllis vulneraria,0
wma3,2011-06-28,prat,Crepis aurea,0
wma3,2011-06-28,prat,Lotus corniculatus,0
wma3,2011-06-28,prat,Phyteuma orbiculare,2
wma3,2011-06-28,prat,Plantago lanceolata,0
wma3,2011-06-28,prat,Rhinanthus minor,0
wma3,2011-06-28,prat,Thymus pulegioides,0
wma3,2011-06-28,prat,Trifolium pratense,0
wma3,2011-06-28,soro,Anthyllis vulneraria,0
wma3,2011-06-28,soro,Crepis aurea,1
wma3,2011-06-28,soro,Lotus corniculatus,1
wma3,2011-06-28,soro,Phyteuma orbiculare,10
wma3,2011-06-28,soro,Plantago lanceolata,0
wma3,2011-06-28,soro,Rhinanthus minor,0
wma3,2011-06-28,soro,Thymus pulegioides,2
wma3,2011-06-28,soro,Trifolium pratense,0
wma3,2011-06-28,telu,Anthyllis vulneraria,0
wma3,2011-06-28,telu,Crepis aurea,0
wma3,2011-06-28,telu,Lotus corniculatus,0
wma3,2011-06-28,telu,Phyteuma orbiculare,1
wma3,2011-06-28,telu,Plantago lanceolata,2
wma3,2011-06-28,telu,Rhinanthus minor,0
wma3,2011-06-28,telu,Thymus pulegioides,1
wma3,2011-06-28,telu,Trifolium pratense,1
wma3,2011-06-28,wurf,Anthyllis vulneraria,2
wma3,2011-06-28,wurf,Crepis aurea,0
wma3,2011-06-28,wurf,Lotus corniculatus,4
wma3,2011-06-28,wurf,Phyteuma orbiculare,0
wma3,2011-06-28,wurf,Plantago lanceolata,0
wma3,2011-06-28,wurf,Rhinanthus minor,2
wma3,2011-06-28,wurf,Thymus pulegioides,0
wma3,2011-06-28,wurf,Trifolium pratense,1
wma3,2011-07-05,hort,Leontodon hispidus,0
wma3,2011-07-05,hort,Thymus pulegioides,1
wma3,2011-07-05,mont,Leontodon hispidus,0
wma3,2011-07-05,mont,Thymus pulegioides,2
wma3,2011-07-05,pasc,Leontodon hispidus,0
wma3,2011-07-05,pasc,Thymus pulegioides,5
wma3,2011-07-05,soro,Leontodon hispidus,0
wma3,2011-07-05,soro,Thymus pulegioides,1
wma3,2011-07-05,telu,Leontodon hispidus,4
wma3,2011-07-05,telu,Thymus pulegioides,15
wma3,2011-07-13,mont,Hypericum maculatum,0
wma3,2011-07-13,mont,Phyteuma orbiculare,0
wma3,2011-07-13,mont,Prunella vulgaris,1
wma3,2011-07-13,mont,Stachys alopecuros,0
wma3,2011-07-13,mont,Thymus pulegioides,0
wma3,2011-07-13,mont,Trifolium pratense,0
wma3,2011-07-13,pasc,Hypericum maculatum,0
wma3,2011-07-13,pasc,Phyteuma orbiculare,0
wma3,2011-07-13,pasc,Prunella vulgaris,3
wma3,2011-07-13,pasc,Stachys alopecuros,1
wma3,2011-07-13,pasc,Thymus pulegioides,0
wma3,2011-07-13,pasc,Trifolium pratense,1
wma3,2011-07-13,prat,Hypericum maculatum,0
wma3,2011-07-13,prat,Phyteuma orbiculare,0
wma3,2011-07-13,prat,Prunella vulgaris,1
wma3,2011-07-13,prat,Stachys alopecuros,0
wma3,2011-07-13,prat,Thymus pulegioides,0
wma3,2011-07-13,prat,Trifolium pratense,0
wma3,2011-07-13,soro,Hypericum maculatum,0
wma3,2011-07-13,soro,Phyteuma orbiculare,1
wma3,2011-07-13,soro,Prunella vulgaris,0
wma3,2011-07-13,soro,Stachys alopecuros,0
wma3,2011-07-13,soro,Thymus pulegioides,0
wma3,2011-07-13,soro,Trifolium pratense,0
wma3,2011-07-13,telu,Hypericum maculatum,1
wma3,2011-07-13,telu,Phyteuma orbiculare,0
wma3,2011-07-13,telu,Prunella vulgaris,0
wma3,2011-07-13,telu,Stachys alopecuros,0
wma3,2011-07-13,telu,Thymus pulegioides,3
wma3,2011-07-13,telu,Trifolium pratense,0
wma3,2011-07-13,wurf,Hypericum maculatum,0
wma3,2011-07-13,wurf,Phyteuma orbiculare,0
wma3,2011-07-13,wurf,Prunella vulgaris,1
wma3,2011-07-13,wurf,Stachys alopecuros,0
wma3,2011-07-13,wurf,Thymus pulegioides,0
wma3,2011-07-13,wurf,Trifolium pratense,0
wma3,2011-07-28,pasc,Carduus defloratus,1
wma3,2011-07-28,pasc,Prunella vulgaris,7
wma3,2011-07-28,pasc,Thymus pulegioides,2
wma3,2011-07-28,pasc,Trifolium pratense,4
wma3,2011-07-28,prat,Carduus defloratus,0
wma3,2011-07-28,prat,Prunella vulgaris,2
wma3,2011-07-28,prat,Thymus pulegioides,0
wma3,2011-07-28,prat,Trifolium pratense,0
wma3,2011-07-28,soro,Carduus defloratus,0
wma3,2011-07-28,soro,Prunella vulgaris,1
wma3,2011-07-28,soro,Thymus pulegioides,0
wma3,2011-07-28,soro,Trifolium pratense,0
wma3,2011-08-12,pasc,Leontodon hispidus,0
wma3,2011-08-12,pasc,Prunella vulgaris,1
wma3,2011-08-12,soro,Leontodon hispidus,1
wma3,2011-08-12,soro,Prunella vulgaris,0
wma3,2011-08-21,pasc,Lotus corniculatus,1
wma3,2012-05-10,mont,Soldanella alpina,1
wma3,2012-05-10,prat,Soldanella alpina,6
wma3,2012-05-10,psit,Soldanella alpina,1
wma3,2012-05-10,soro,Soldanella alpina,1
wma3,2012-05-10,telu,Soldanella alpina,5
wma3,2012-05-10,wurf,Soldanella alpina,5
wma3,2012-05-13,prat,Anemone nemorosa,0
wma3,2012-05-13,prat,Soldanella alpina,3
wma3,2012-05-13,soro,Anemone nemorosa,0
wma3,2012-05-13,soro,Soldanella alpina,2
wma3,2012-05-13,telu,Anemone nemorosa,0
wma3,2012-05-13,telu,Soldanella alpina,3
wma3,2012-05-13,wurf,Anemone nemorosa,1
wma3,2012-05-13,wurf,Soldanella alpina,4
wma3,2012-05-23,pasc,Polygala chamaebuxus,1
wma3,2012-05-23,wurf,Polygala chamaebuxus,1
wma3,2012-05-27,pasc,Gentiana verna,0
wma3,2012-05-27,pasc,Polygala chamaebuxus,1
wma3,2012-05-27,telu,Gentiana verna,1
wma3,2012-05-27,telu,Polygala chamaebuxus,0
wma3,2012-05-27,wurf,Gentiana verna,4
wma3,2012-05-27,wurf,Polygala chamaebuxus,2
wma3,2012-06-05,psit,Ajuga reptans,0
wma3,2012-06-05,psit,Polygala chamaebuxus,1
wma3,2012-06-05,telu,Ajuga reptans,0
wma3,2012-06-05,telu,Polygala chamaebuxus,1
wma3,2012-06-05,wurf,Ajuga reptans,1
wma3,2012-06-05,wurf,Polygala chamaebuxus,0
wma3,2012-06-09,pasc,Ajuga reptans,1
wma3,2012-06-09,pasc,Polygala chamaebuxus,0
wma3,2012-06-09,pasc,Taraxacum officinale,0
wma3,2012-06-09,pasc,Trollius europaeus,0
wma3,2012-06-09,psit,Ajuga reptans,0
wma3,2012-06-09,psit,Polygala chamaebuxus,1
wma3,2012-06-09,psit,Taraxacum officinale,0
wma3,2012-06-09,psit,Trollius europaeus,0
wma3,2012-06-09,telu,Ajuga reptans,0
wma3,2012-06-09,telu,Polygala chamaebuxus,0
wma3,2012-06-09,telu,Taraxacum officinale,1
wma3,2012-06-09,telu,Trollius europaeus,1
wma3,2012-06-17,pasc,Ajuga reptans,0
wma3,2012-06-17,pasc,Aposeris foetida,0
wma3,2012-06-17,pasc,Geranium sylvaticum,0
wma3,2012-06-17,pasc,Geum rivale,1
wma3,2012-06-17,pasc,Polygala alpestris,0
wma3,2012-06-17,prat,Ajuga reptans,0
wma3,2012-06-17,prat,Aposeris foetida,0
wma3,2012-06-17,prat,Geranium sylvaticum,1
wma3,2012-06-17,prat,Geum rivale,0
wma3,2012-06-17,prat,Polygala alpestris,0
wma3,2012-06-17,psit,Ajuga reptans,1
wma3,2012-06-17,psit,Aposeris foetida,1
wma3,2012-06-17,psit,Geranium sylvaticum,0
wma3,2012-06-17,psit,Geum rivale,0
wma3,2012-06-17,psit,Polygala alpestris,3
wma3,2012-06-17,telu,Ajuga reptans,1
wma3,2012-06-17,telu,Aposeris foetida,0
wma3,2012-06-17,telu,Geranium sylvaticum,0
wma3,2012-06-17,telu,Geum rivale,0
wma3,2012-06-17,telu,Polygala alpestris,0
wma3,2012-06-17,wurf,Ajuga reptans,1
wma3,2012-06-17,wurf,Aposeris foetida,0
wma3,2012-06-17,wurf,Geranium sylvaticum,0
wma3,2012-06-17,wurf,Geum rivale,0
wma3,2012-06-17,wurf,Polygala alpestris,0
wma3,2012-06-26,psit,Lotus corniculatus,0
wma3,2012-06-26,psit,Phyteuma orbiculare,0
wma3,2012-06-26,psit,Ranunculus acris,0
wma3,2012-06-26,psit,Thymus praecox,1
wma3,2012-06-26,telu,Lotus corniculatus,0
wma3,2012-06-26,telu,Phyteuma orbiculare,0
wma3,2012-06-26,telu,Ranunculus acris,1
wma3,2012-06-26,telu,Thymus praecox,0
wma3,2012-06-26,wurf,Lotus corniculatus,2
wma3,2012-06-26,wurf,Phyteuma orbiculare,1
wma3,2012-06-26,wurf,Ranunculus acris,0
wma3,2012-06-26,wurf,Thymus praecox,0
wma3,2012-07-04,pasc,Alchemilla vulgaris,0
wma3,2012-07-04,pasc,Anthyllis vulneraria,0
wma3,2012-07-04,pasc,Trifolium pratense,1
wma3,2012-07-04,wurf,Alchemilla vulgaris,1
wma3,2012-07-04,wurf,Anthyllis vulneraria,2
wma3,2012-07-04,wurf,Trifolium pratense,0
wma3,2012-07-10,soro,Phyteuma orbiculare,0
wma3,2012-07-10,soro,Stachys alopecuros,1
wma3,2012-07-10,wurf,Phyteuma orbiculare,1
wma3,2012-07-10,wurf,Stachys alopecuros,0
wma3,2012-07-18,pasc,Campanula scheuchzeri,0
wma3,2012-07-18,pasc,Prunella vulgaris,1
wma3,2012-07-18,pasc,Stachys alopecuros,0
wma3,2012-07-18,pasc,Trifolium pratense,2
wma3,2012-07-18,psit,Campanula scheuchzeri,0
wma3,2012-07-18,psit,Prunella vulgaris,0
wma3,2012-07-18,psit,Stachys alopecuros,1
wma3,2012-07-18,psit,Trifolium pratense,0
wma3,2012-07-18,wurf,Campanula scheuchzeri,1
wma3,2012-07-18,wurf,Prunella vulgaris,0
wma3,2012-07-18,wurf,Stachys alopecuros,0
wma3,2012-07-18,wurf,Trifolium pratense,1
wma3,2012-07-20,pasc,Campanula scheuchzeri,0
wma3,2012-07-20,pasc,Trifolium pratense,1
wma3,2012-07-20,wurf,Campanula scheuchzeri,1
wma3,2012-07-20,wurf,Trifolium pratense,0
wma3,2012-07-27,lapi,Campanula scheuchzeri,0
wma3,2012-07-27,lapi,Carduus defloratus,0
wma3,2012-07-27,lapi,Lotus corniculatus,0
wma3,2012-07-27,lapi,Prunella vulgaris,1
wma3,2012-07-27,lapi,Thymus praecox,0
wma3,2012-07-27,pasc,Campanula scheuchzeri,0
wma3,2012-07-27,pasc,Carduus defloratus,0
wma3,2012-07-27,pasc,Lotus corniculatus,1
wma3,2012-07-27,pasc,Prunella vulgaris,2
wma3,2012-07-27,pasc,Thymus praecox,1
wma3,2012-07-27,psit,Campanula scheuchzeri,0
wma3,2012-07-27,psit,Carduus defloratus,1
wma3,2012-07-27,psit,Lotus corniculatus,0
wma3,2012-07-27,psit,Prunella vulgaris,0
wma3,2012-07-27,psit,Thymus praecox,0
wma3,2012-07-27,soro,Campanula scheuchzeri,1
wma3,2012-07-27,soro,Carduus defloratus,0
wma3,2012-07-27,soro,Lotus corniculatus,0
wma3,2012-07-27,soro,Prunella vulgaris,3
wma3,2012-07-27,soro,Thymus praecox,0
wma3,2012-07-27,telu,Campanula scheuchzeri,0
wma3,2012-07-27,telu,Carduus defloratus,0
wma3,2012-07-27,telu,Lotus corniculatus,0
wma3,2012-07-27,telu,Prunella vulgaris,1
wma3,2012-07-27,telu,Thymus praecox,0
wma3,2012-07-29,pasc,Trifolium pratense,1
wma3,2012-08-04,pasc,Lotus corniculatus,0
wma3,2012-08-04,pasc,Stachys alopecuros,1
wma3,2012-08-04,wurf,Lotus corniculatus,1
wma3,2012-08-04,wurf,Stachys alopecuros,0
wma3,2012-08-12,pasc,Campanula scheuchzeri,0
wma3,2012-08-12,pasc,Prunella vulgaris,3
wma3,2012-08-12,pasc,Trifolium pratense,1
wma3,2012-08-12,soro,Campanula scheuchzeri,2
wma3,2012-08-12,soro,Prunella vulgaris,0
wma3,2012-08-12,soro,Trifolium pratense,0
wma3,2012-08-21,pasc,Carlina vulgaris,0
wma3,2012-08-21,pasc,Centaurea jacea,1
wma3,2012-08-21,pasc,Prunella vulgaris,4
wma3,2012-08-21,psit,Carlina vulgaris,1
wma3,2012-08-21,psit,Centaurea jacea,0
wma3,2012-08-21,psit,Prunella vulgaris,0
wma3,2012-08-28,wurf,Carlina vulgaris,1
wma3,2012-08-31,pasc,Carlina vulgaris,2
wma3,2012-08-31,pasc,Gentianella aspera,1
wma4,2010-07-17,soro,Campanula scheuchzeri,1
wma4,2010-07-17,soro,Lotus corniculatus,0
wma4,2010-07-17,soro,Phyteuma orbiculare,1
wma4,2010-07-17,soro,Trifolium pratense,0
wma4,2010-07-17,telu,Campanula scheuchzeri,0
wma4,2010-07-17,telu,Lotus corniculatus,0
wma4,2010-07-17,telu,Phyteuma orbiculare,0
wma4,2010-07-17,telu,Trifolium pratense,2
wma4,2010-07-17,wurf,Campanula scheuchzeri,0
wma4,2010-07-17,wurf,Lotus corniculatus,1
wma4,2010-07-17,wurf,Phyteuma orbiculare,0
wma4,2010-07-17,wurf,Trifolium pratense,3
wma4,2010-07-23,telu,Lotus corniculatus,1
wma4,2010-07-23,telu,Trifolium pratense,2
wma4,2010-08-27,prat,Carduus defloratus,1
wma4,2011-05-25,mont,Soldanella alpina,1
wma4,2011-05-25,mont,Vaccinium myrtillus,0
wma4,2011-05-25,soro,Soldanella alpina,0
wma4,2011-05-25,soro,Vaccinium myrtillus,1
wma4,2011-05-31,hort,Vaccinium myrtillus,1
wma4,2011-06-08,hort,Bartsia alpina,1
wma4,2011-06-08,hort,Trollius europaeus,0
wma4,2011-06-08,hort,Viola hirta,1
wma4,2011-06-08,jone,Bartsia alpina,0
wma4,2011-06-08,jone,Trollius europaeus,2
wma4,2011-06-08,jone,Viola hirta,0
wma4,2011-06-08,lapi,Bartsia alpina,0
wma4,2011-06-08,lapi,Trollius europaeus,0
wma4,2011-06-08,lapi,Viola hirta,1
wma4,2011-06-08,mont,Bartsia alpina,0
wma4,2011-06-08,mont,Trollius europaeus,0
wma4,2011-06-08,mont,Viola hirta,4
wma4,2011-06-08,prat,Bartsia alpina,1
wma4,2011-06-08,prat,Trollius europaeus,1
wma4,2011-06-08,prat,Viola hirta,1
wma4,2011-06-08,soro,Bartsia alpina,0
wma4,2011-06-08,soro,Trollius europaeus,0
wma4,2011-06-08,soro,Viola hirta,1
wma4,2011-06-08,telu,Bartsia alpina,0
wma4,2011-06-08,telu,Trollius europaeus,32
wma4,2011-06-08,telu,Viola hirta,2
wma4,2011-06-16,hort,Bartsia alpina,1
wma4,2011-06-16,hort,Trollius europaeus,0
wma4,2011-06-16,hort,Viola hirta,0
wma4,2011-06-16,jone,Bartsia alpina,0
wma4,2011-06-16,jone,Trollius europaeus,2
wma4,2011-06-16,jone,Viola hirta,0
wma4,2011-06-16,mont,Bartsia alpina,0
wma4,2011-06-16,mont,Trollius europaeus,0
wma4,2011-06-16,mont,Viola hirta,1
wma4,2011-06-16,prat,Bartsia alpina,0
wma4,2011-06-16,prat,Trollius europaeus,0
wma4,2011-06-16,prat,Viola hirta,1
wma4,2011-06-16,telu,Bartsia alpina,0
wma4,2011-06-16,telu,Trollius europaeus,18
wma4,2011-06-16,telu,Viola hirta,0
wma4,2011-06-28,prat,Biscutella laevigata,0
wma4,2011-06-28,prat,Geranium sylvaticum,1
wma4,2011-06-28,prat,Lotus corniculatus,0
wma4,2011-06-28,prat,Rhododendron hirsutum,1
wma4,2011-06-28,soro,Biscutella laevigata,0
wma4,2011-06-28,soro,Geranium sylvaticum,2
wma4,2011-06-28,soro,Lotus corniculatus,0
wma4,2011-06-28,soro,Rhododendron hirsutum,2
wma4,2011-06-28,telu,Biscutella laevigata,0
wma4,2011-06-28,telu,Geranium sylvaticum,0
wma4,2011-06-28,telu,Lotus corniculatus,7
wma4,2011-06-28,telu,Rhododendron hirsutum,0
wma4,2011-06-28,wurf,Biscutella laevigata,1
wma4,2011-06-28,wurf,Geranium sylvaticum,0
wma4,2011-06-28,wurf,Lotus corniculatus,11
wma4,2011-06-28,wurf,Rhododendron hirsutum,0
