site,date,yday,bb.sp,fl.abund.wt,bb.abund,year,elev.class,management,elev.mean,transect,lat,lon,elev.class2
t5,2012-06-29,181,muci,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-06-29,181,pasc,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-06-29,181,prat,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-06-29,181,psit,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-06-29,181,pyre,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-06-29,181,soro,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-06-29,181,wurf,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,bss,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,gers,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,hort,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,humi,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,hypn,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,jone,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,lapi,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,mend,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,mont,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,muci,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,pasc,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,prat,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,psit,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,pyre,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,soro,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-03,185,wurf,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,bss,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,gers,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,hort,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,humi,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,hypn,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,jone,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,lapi,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,mend,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,mont,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,muci,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,pasc,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,prat,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,psit,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,pyre,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,soro,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-07,189,wurf,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,bss,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,gers,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,hort,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,humi,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,hypn,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,jone,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,lapi,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,mend,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,mont,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,muci,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,pasc,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,prat,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,psit,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,pyre,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,soro,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-14,196,wurf,0,NA,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,bss,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,gers,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,hort,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,humi,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,hypn,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,jone,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,lapi,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,mend,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,mont,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,muci,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,pasc,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,prat,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,psit,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,pyre,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,soro,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-20,202,wurf,0,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,bss,1.06485419243533,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,gers,0.015418983473447981,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,hort,0.3134064083215257,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,humi,0.32767831041795276,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,hypn,1.2251750050426322,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,jone,0.6174603891441992,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,lapi,0.47804807852683806,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,mend,0.12197148496050454,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,mont,0.6215901660014951,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,muci,0.1593590809600783,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,pasc,0.7814530076853161,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,prat,0.7051643218059638,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,psit,0.6017458315852161,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,pyre,0.2129812626802174,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,soro,0.5508742632299655,1,2012,unten,mowing,746,Tal,47.604817,12.946317,low
t5,2012-07-25,207,wurf,0.302636944158994,0,2012,unten,mowing,746,Tal,47.604817,12.946317,low
wma1,2010-05-25,145,bss,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,gers,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,hort,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,humi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,hypn,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,jone,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,lapi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,mend,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,mont,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,muci,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,pasc,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,prat,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,psit,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,pyre,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,soro,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-05-25,145,wurf,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,bss,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,gers,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,hort,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,humi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,hypn,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,jone,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,lapi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,mend,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,mont,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,muci,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,pasc,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,prat,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,psit,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,pyre,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,soro,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-06,157,wurf,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,bss,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,gers,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,hort,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,humi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,hypn,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,jone,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,lapi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,mend,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,mont,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,muci,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,pasc,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,prat,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,psit,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,pyre,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,soro,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-18,169,wurf,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,bss,2.2897099485845382,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,gers,0.07109749419637883,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,hort,0.22441667937148743,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,humi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,hypn,0.7086935198706602,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,jone,0.15891489262804814,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,lapi,0.6344663540157967,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,mend,0.688417486556787,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,mont,0.29158178347903524,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,muci,0.6804193888257511,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,pasc,0.8054937580418461,5,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,prat,0.2828229806375794,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,psit,0.7293882136143692,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,pyre,0.39157545784055636,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,soro,0.38298988890943575,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-06-25,176,wurf,0.29459757219657096,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,bss,0.5604421922043937,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,gers,0.07109749419637883,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,hort,0.24368704489568604,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,humi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,hypn,0.652011217806336,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,jone,0.11572480263111362,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,lapi,0.435194202529617,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,mend,0.6723773225493256,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,mont,0.23569703341697523,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,muci,0.692106590805215,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,pasc,0.5942428731984483,9,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,prat,0.23623855620491957,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,psit,0.49375634015173087,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,pyre,0.2863522688605916,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,soro,0.2821116846184085,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-09,190,wurf,0.22572801328189313,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,bss,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,gers,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,hort,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,humi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,hypn,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,jone,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,lapi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,mend,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,mont,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,muci,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,pasc,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,prat,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,psit,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,pyre,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,soro,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-07-15,196,wurf,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,bss,1.4485238895302102,32,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,gers,0.16019277141873728,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,hort,0.3031946804469825,1,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,humi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,hypn,2.047920264393479,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,jone,0.08364408988969134,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,lapi,0.6186519387653723,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,mend,0.21374921347158277,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,mont,0.21579229538156572,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,muci,0.30132056348755354,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,pasc,0.558859089336419,22,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,prat,0.5216254606867007,6,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,psit,1.1522627581976392,4,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,pyre,0.2589653678880328,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,soro,0.6392628541527169,1,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-05,217,wurf,0.31428715173848076,2,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,bss,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,gers,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,hort,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,humi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,hypn,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,jone,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,lapi,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,mend,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,mont,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,muci,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,pasc,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,prat,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,psit,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,pyre,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,soro,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-08-23,235,wurf,0,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,bss,0.46185398267983035,3,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,gers,0.08909527722235845,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,hort,0.1956788937434006,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,humi,0.659630944698611,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,hypn,0.625369346298129,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,jone,0.012642673564206713,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,lapi,0.12935783569357137,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,mend,0.08235626795391611,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,mont,0.040570355495853715,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,muci,0.07097460554267546,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,pasc,0.17131254568291088,15,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,prat,0.1353017267994031,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,psit,0.33292151931582376,1,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,pyre,0.05929645630318588,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,soro,0.18477650815919294,0,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2010-09-04,247,wurf,0.15255482248111452,1,2010,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,bss,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,gers,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,hort,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,humi,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,hypn,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,jone,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,lapi,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,mend,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,mont,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,muci,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,pasc,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,prat,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,psit,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,pyre,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,soro,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-05-27,147,wurf,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-06-01,152,bss,19.393858592636892,5,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-06-01,152,gers,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-06-01,152,hort,0.2539001360913009,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-06-01,152,humi,0,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-06-01,152,hypn,0.416456208062168,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-06-01,152,jone,0.22436789331104748,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-06-01,152,lapi,0.5085922406712425,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-06-01,152,mend,0.8278967248294111,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-06-01,152,mont,0.6917006824321469,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-06-01,152,muci,0.7238079284576403,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-06-01,152,pasc,0.9506608716160745,4,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
wma1,2011-06-01,152,prat,0.2028125613672332,0,2011,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low
